,INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
22439,212043949,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,147,0,6/28/21 14:31,2021,6,Monday,14,,WELLINGTON ST,42.34153412,-71.08174368,"(42.3415341246194, -71.0817436772639)"
22456,212043929,520,,BURGLARY - RESIDENTIAL,D4,597,0,6/28/21 13:05,2021,6,Monday,13,,COLUMBUS AVE,42.34012547,-71.0822333,"(42.3401254748945, -71.0822333014305)"
22511,212043861,3115,,INVESTIGATE PERSON,D4,171,0,6/28/21 9:40,2021,6,Monday,9,,HARRISON AVE,42.33511904,-71.0749171,"(42.3351190394661, -71.0749170961373)"
22582,212043763,3005,,SICK ASSIST,D4,145,0,6/27/21 19:30,2021,6,Sunday,19,,MASSACHUSETTS AVE,42.34243945,-71.0844553,"(42.3424394483042, -71.0844552992046)"
22583,212043762,3502,,MISSING PERSON - LOCATED,D4,273,0,6/27/21 20:55,2021,6,Sunday,20,,MASSACHUSETTS AVE,42.33755715,-71.07836018,"(42.3375571460118, -71.0783601818338)"
22588,212043754,3114,,INVESTIGATE PROPERTY,D4, ,1,6/27/21 20:21,2021,6,Sunday,20,,"HARRISON AVE & MASSACHUSETTS AVE
BOSTON  MA 02118
",42.33490996,-71.07517005,"(42.3349099560838, -71.0751700489333)"
22610,212043726,3115,,INVESTIGATE PERSON,D4,155,0,6/27/21 17:38,2021,6,Sunday,17,,MASSACHUSETTS AVE,42.33998273,-71.080974,"(42.3399827319387, -71.0809740006293)"
22611,212043725,3115,,INVESTIGATE PERSON,D4,270,0,6/27/21 16:26,2021,6,Sunday,16,,HARRISON AVE,42.33455374,-71.07560801,"(42.3345537359391, -71.0756080127524)"
22762,212043518,3005,,SICK ASSIST,D4,270,0,6/26/21 21:44,2021,6,Saturday,21,,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.3339512483938, -71.0753893882269)"
22784,212043490,423,,ASSAULT - AGGRAVATED,D4,171,0,6/26/21 17:35,2021,6,Saturday,17,,HARRISON AVE,42.33555954,-71.07436364,"(42.3355595408121, -71.0743636377437)"
22861,212043395,3005,,SICK ASSIST,D4,172,0,6/26/21 11:48,2021,6,Saturday,11,,MASSACHUSETTS AVE,42.33311189,-71.0727637,"(42.3331118903074, -71.0727636993273)"
22945,212043280,3115,,INVESTIGATE PERSON,D4, ,1,6/25/21 23:36,2021,6,Friday,23,,ALBANY ST,42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)"
23162,212042987,3114,,INVESTIGATE PROPERTY,D4,271,0,6/24/21 10:07,2021,6,Thursday,10,,WASHINGTON ST,42.3353741,-71.0783156,"(42.3353740984913, -71.0783156023399)"
23409,212042665,3803,,M/V ACCIDENT - PERSONAL INJURY,D4, ,0,6/23/21 22:07,2021,6,Wednesday,22,,WASHINGTON ST,42.33675015,-71.07662788,"(42.3367501542294, -71.0766278793634)"
23428,212042639,3005,,SICK ASSIST,D4,172,0,6/23/21 19:31,2021,6,Wednesday,19,,MASSACHUSETTS AVE,42.33311189,-71.0727637,"(42.3331118903074, -71.0727636993273)"
23500,212042546,3503,,MISSING PERSON - NOT REPORTED - LOCATED,D4,273,0,6/23/21 15:06,2021,6,Wednesday,15,,MASSACHUSETTS AVE,42.33755715,-71.07836018,"(42.3375571460118, -71.0783601818338)"
23617,212042391,3110,,SERVICE TO OTHER AGENCY,D4,172,0,6/23/21 1:29,2021,6,Wednesday,1,,ALBANY ST,42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)"
23633,212042369,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,594,0,6/22/21 22:18,2021,6,Tuesday,22,,MASSACHUSETTS AVE,42.34186952,-71.0837219,"(42.3418695197559, -71.0837219015865)"
23713,212042267,3803,,M/V ACCIDENT - PERSONAL INJURY,D4, ,0,6/22/21 15:01,2021,6,Tuesday,15,,"NORTHAMPTON ST & WASHINGTON ST
ROXBURY  MA 02118
U",42.33598899,-71.07764698,"(42.3359889921815, -71.0776469761395)"
23789,212042174,3006,,SICK/INJURED/MEDICAL - PERSON,D4, ,0,6/22/21 10:57,2021,6,Tuesday,10,,"MASSACHUSETTS AVE & HARRISON AVE
BOSTON  MA 02118
",42.33493701,-71.07515701,"(42.3349370067414, -71.0751570050041)"
23822,212042133,3005,,SICK ASSIST,D4,145,0,6/22/21 8:50,2021,6,Tuesday,8,,MASSACHUSETTS AVE,42.34194788,-71.08362479,"(42.3419478819786, -71.0836247862163)"
23846,212042102,3115,,INVESTIGATE PERSON,D4,594,0,6/22/21 1:39,2021,6,Tuesday,1,,MASSACHUSETTS AVE,42.34186952,-71.0837219,"(42.3418695197559, -71.0837219015865)"
23951,212041962,1832,,SICK ASSIST - DRUG RELATED ILLNESS,D4, ,0,6/21/21 15:29,2021,6,Monday,15,,"MASSACHUSETTS AVE & WASHINGTON ST
BOSTON  MA 02118",42.33645001,-71.07702795,"(42.3364500076483, -71.077027948585)"
23952,212041961,3018,,SICK/INJURED/MEDICAL - POLICE,D4,284,0,6/21/21 14:11,2021,6,Monday,14,,MASSACHUSETTS AVE,42.34107005,-71.08255287,"(42.341070048036, -71.082552871798)"
23963,212041947,3006,,SICK/INJURED/MEDICAL - PERSON,D4,170,0,6/21/21 14:57,2021,6,Monday,14,,MASSACHUSETTS AVE,42.33562126,-71.07582361,"(42.335621261539, -71.0758236057027)"
23974,212041931,3001,,DEATH INVESTIGATION,D4,284,0,6/21/21 14:10,2021,6,Monday,14,,MASSACHUSETTS AVE,42.34107005,-71.08255287,"(42.341070048036, -71.082552871798)"
24006,212041889,2647,,THREATS TO DO BODILY HARM,D4,170,0,6/21/21 11:25,2021,6,Monday,11,,WASHINGTON ST,42.33675015,-71.07662788,"(42.3367501542294, -71.0766278793634)"
24032,212041861,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4, ,0,6/21/21 11:10,2021,6,Monday,11,,"MASSACHUSETTS AVE & HARRISON AV
BOSTON  MA 02118
U",42.33490996,-71.07517005,"(42.3349099560838, -71.0751700489333)"
24102,212041769,3005,,SICK ASSIST,D4,273,0,6/21/21 0:50,2021,6,Monday,0,,MASSACHUSETTS AVE,42.33755715,-71.07836018,"(42.3375571460118, -71.0783601818338)"
24198,212041637,3007,,SUDDEN DEATH,D4,270,0,6/20/21 14:02,2021,6,Sunday,14,,HARRISON AVE,42.33455374,-71.07560801,"(42.3345537359391, -71.0756080127524)"
24251,212041561,1402,,VANDALISM,D4,170,0,6/20/21 8:02,2021,6,Sunday,8,,HARRISON AVE,42.33622726,-71.07353143,"(42.3362272597612, -71.0735314298093)"
24338,212041438,3005,,SICK ASSIST,D4,273,0,6/19/21 17:59,2021,6,Saturday,17,,MASSACHUSETTS AVE,42.33899339,-71.08008595,"(42.3389933922745, -71.0800859481575)"
24448,212041296,3201,,PROPERTY - LOST/ MISSING,D4,172,0,6/19/21 9:16,2021,6,Saturday,9,,ALBANY ST,42.33318449,-71.07393881,"(42.333184490912, -71.0739388100238)"
24469,212041266,3006,,SICK/INJURED/MEDICAL - PERSON,D4,273,0,6/19/21 1:20,2021,6,Saturday,1,,MASSACHUSETTS AVE,42.33755715,-71.07836018,"(42.3375571460118, -71.0783601818338)"
24487,212041233,2905,,VAL - VIOLATION OF AUTO LAW,D4,179,0,6/18/21 22:51,2021,6,Friday,22,,MASSACHUSETTS AVE,42.33285585,-71.07262418,"(42.3328558502194, -71.0726241783837)"
24508,212041201,2905,,VAL - VIOLATION OF AUTO LAW,D4, ,0,6/18/21 21:17,2021,6,Friday,21,,HARRISON AVE,42.33401829,-71.07638124,"(42.3340182895851, -71.0763812393086)"
24542,212041154,3410,,TOWED MOTOR VEHICLE,D4,170,0,6/18/21 0:00,2021,6,Friday,0,,"E SPRINGFIELD ST & WASHINGTON ST
BOSTON  MA 02118
",42.33698999,-71.07633994,"(42.3369899914674, -71.0763399438438)"
24569,212041121,3301,,VERBAL DISPUTE,D4,597,0,6/18/21 15:56,2021,6,Friday,15,,COLUMBUS AVE,42.34044734,-71.08188142,"(42.3404473443766, -71.0818814189051)"
24595,212041082,617,,LARCENY THEFT FROM BUILDING,D4,270,0,6/18/21 13:30,2021,6,Friday,13,,HARRISON AVE,42.33455374,-71.07560801,"(42.3345537359391, -71.0756080127524)"
24606,212041070,3001,,DEATH INVESTIGATION,D4,179,0,6/18/21 12:20,2021,6,Friday,12,,MASSACHUSETTS AVE,42.33285585,-71.07262418,"(42.3328558502194, -71.0726241783837)"
24782,212040846,2905,,VAL - VIOLATION OF AUTO LAW,D4,272,1,6/17/21 16:54,2021,6,Thursday,16,,NEWCOMB ST,42.33418175,-71.07866441,"(42.3341817496389, -71.078664414317)"
24795,212040824,617,,LARCENY THEFT FROM BUILDING,D4,270,0,6/17/21 15:33,2021,6,Thursday,15,,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.3339512483938, -71.0753893882269)"
24872,212040724,1402,,VANDALISM,D4,273,0,6/17/21 9:50,2021,6,Thursday,9,,WASHINGTON ST,42.33543509,-71.07840204,"(42.3354350942456, -71.0784020363859)"
24886,212040706,801,,ASSAULT - SIMPLE,D4,171,0,6/17/21 6:00,2021,6,Thursday,6,,ALBANY ST,42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)"
24926,212040644,801,,ASSAULT - SIMPLE,D4,171,0,6/16/21 21:45,2021,6,Wednesday,21,,HARRISON AVE,42.33555954,-71.07436364,"(42.3355595408121, -71.0743636377437)"
24945,212040611,3005,,SICK ASSIST,D4,147,0,6/16/21 20:19,2021,6,Wednesday,20,,MASSACHUSETTS AVE,42.34114797,-71.08246189,"(42.3411479669366, -71.0824618933261)"
24959,212040592,801,,ASSAULT - SIMPLE,D4, ,0,6/16/21 17:10,2021,6,Wednesday,17,,ALBANY ST,42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)"
24979,212040570,3201,,PROPERTY - LOST/ MISSING,D4,170,0,6/16/21 17:52,2021,6,Wednesday,17,,WORCESTER SQ,42.33614948,-71.07406908,"(42.3361494840666, -71.0740690814775)"
25018,212040515,1402,,VANDALISM,D4, ,0,6/16/21 14:30,2021,6,Wednesday,14,,"MASSACHUSETTS AVE & WASHINGTON ST
BOSTON  MA 02118",42.33645001,-71.07702795,"(42.3364500076483, -71.077027948585)"
25104,212040399,520,,BURGLARY - RESIDENTIAL,D4,147,0,6/16/21 0:00,2021,6,Wednesday,0,,CLAREMONT PARK,42.34210486,-71.08118057,"(42.3421048634178, -71.081180565596)"
25132,212040357,3114,,INVESTIGATE PROPERTY,D4,172,0,6/16/21 0:30,2021,6,Wednesday,0,,MASSACHUSETTS AVE,42.33311189,-71.0727637,"(42.3331118903074, -71.0727636993273)"
25257,212040185,1825,,DRUGS - POSSESSION OF DRUG PARAPHANALIA,D4, ,0,6/15/21 13:50,2021,6,Tuesday,13,,"MASSACHUSETTS AVE & ALBANY ST
BOSTON  MA 02118
UNI",42.333606,-71.07338005,"(42.333606002892, -71.0733800542936)"
25288,212040148,1832,,SICK ASSIST - DRUG RELATED ILLNESS,D4, ,0,6/15/21 10:59,2021,6,Tuesday,10,,"HARRISON AVE & NORTHAMPTON ST
ROXBURY  MA 02118
UN",42.33444896,-71.07574199,"(42.3344489567874, -71.0757419942735)"
25395,212040013,3006,,SICK/INJURED/MEDICAL - PERSON,D4, ,0,6/14/21 21:56,2021,6,Monday,21,,"MASSACHUSETTS AVE & TREMONT ST
BOSTON  MA 02118
UN",42.33930997,-71.08032002,"(42.3393099710364, -71.0803200199634)"
25411,212039994,1832,,SICK ASSIST - DRUG RELATED ILLNESS,D4,170,0,6/14/21 20:10,2021,6,Monday,20,,WORCESTER SQ,42.33677663,-71.07464452,"(42.336776633288, -71.0746445236263)"
25420,212039976,801,,ASSAULT - SIMPLE,D4,170,0,6/14/21 18:41,2021,6,Monday,18,,WASHINGTON ST,42.33675015,-71.07662788,"(42.3367501542294, -71.0766278793634)"
25429,212039965,3114,,INVESTIGATE PROPERTY,D4,270,0,6/14/21 17:27,2021,6,Monday,17,,HARRISON AVE,42.33455374,-71.07560801,"(42.3345537359391, -71.0756080127524)"
25496,212039881,613,,LARCENY SHOPLIFTING,D4,594,0,6/14/21 14:51,2021,6,Monday,14,,MASSACHUSETTS AVE,42.34243945,-71.0844553,"(42.3424394483042, -71.0844552992046)"
25538,212039824,3006,,SICK/INJURED/MEDICAL - PERSON,D4,270,0,6/14/21 11:54,2021,6,Monday,11,,MASSACHUSETTS AVE,42.33421942,-71.07434616,"(42.3342194178955, -71.0743461570786)"
25633,212039697,3115,,INVESTIGATE PERSON,D4,270,0,6/13/21 21:04,2021,6,Sunday,21,,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.3339512483938, -71.0753893882269)"
25635,212039695,3005,,SICK ASSIST,D4,155,0,6/13/21 20:57,2021,6,Sunday,20,,MASSACHUSETTS AVE,42.33998273,-71.080974,"(42.3399827319387, -71.0809740006293)"
25722,212039592,801,,ASSAULT - SIMPLE,D4, ,0,6/13/21 13:44,2021,6,Sunday,13,,"MASSACHUSETTS AVE & WASHINGTON ST
BOSTON  MA 02118",42.33645001,-71.07702795,"(42.3364500076483, -71.077027948585)"
25767,212039535,3410,,TOWED MOTOR VEHICLE,D4,170,0,6/13/21 8:12,2021,6,Sunday,8,,WORCESTER SQ,42.33663269,-71.07484724,"(42.3366326869971, -71.0748472448538)"
25900,212039365,540,,BURGLARY - COMMERICAL,D4,179,0,6/12/21 1:53,2021,6,Saturday,1,,MASSACHUSETTS AVE,42.33285585,-71.07262418,"(42.3328558502194, -71.0726241783837)"
26017,212039212,801,,ASSAULT - SIMPLE,D4,273,0,6/11/21 21:47,2021,6,Friday,21,,WASHINGTON ST,42.33543509,-71.07840204,"(42.3354350942456, -71.0784020363859)"
26072,212039137,3114,,INVESTIGATE PROPERTY,D4,157,0,6/11/21 14:30,2021,6,Friday,14,,W CONCORD ST,42.33961962,-71.07699237,"(42.3396196180069, -71.0769923673942)"
26075,212039134,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4, ,0,6/11/21 14:55,2021,6,Friday,14,,"MASSACHUSETTS AVE & ALBANY ST
BOSTON  MA 02118
UNI",42.333606,-71.07338005,"(42.333606002892, -71.0733800542936)"
26172,212039008,301,,ROBBERY,D4,172,0,6/11/21 5:23,2021,6,Friday,5,,ALBANY ST,42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)"
26185,212038992,3005,,SICK ASSIST,D4, ,0,6/11/21 2:13,2021,6,Friday,2,,"ALBANY ST & NORTHAMPTON ST
ROXBURY  MA 02119
UNITE",42.33284897,-71.07440598,"(42.3328489664799, -71.0744059809366)"
26354,212038765,3126,,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,D4,172,0,6/10/21 12:10,2021,6,Thursday,12,,ALBANY ST,42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)"
26373,212038746,801,,ASSAULT - SIMPLE,D4,171,0,6/10/21 10:01,2021,6,Thursday,10,,HARRISON AVE,42.33555954,-71.07436364,"(42.3355595408121, -71.0743636377437)"
26380,212038737,617,,LARCENY THEFT FROM BUILDING,D4,270,0,6/10/21 9:42,2021,6,Thursday,9,,HARRISON AVE,42.33455374,-71.07560801,"(42.3345537359391, -71.0756080127524)"
26417,212038694,2905,,VAL - VIOLATION OF AUTO LAW,D4,597,0,6/10/21 0:52,2021,6,Thursday,0,,TREMONT ST,42.33913315,-71.08075652,"(42.339133153583, -71.0807565231527)"
26467,212038628,3115,,INVESTIGATE PERSON,D4,270,0,6/9/21 19:33,2021,6,Wednesday,19,,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.3339512483938, -71.0753893882269)"
26474,212038618,3005,,SICK ASSIST,D4,273,0,6/9/21 19:03,2021,6,Wednesday,19,,MASSACHUSETTS AVE,42.33755715,-71.07836018,"(42.3375571460118, -71.0783601818338)"
26509,212038569,617,,LARCENY THEFT FROM BUILDING,D4,171,0,6/9/21 14:20,2021,6,Wednesday,14,,ALBANY ST,42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)"
26542,212038524,801,,ASSAULT - SIMPLE,D4,594,0,6/9/21 12:07,2021,6,Wednesday,12,,MASSACHUSETTS AVE,42.34243945,-71.0844553,"(42.3424394483042, -71.0844552992046)"
26559,212038503,2647,,THREATS TO DO BODILY HARM,D4,273,0,6/9/21 9:57,2021,6,Wednesday,9,,MASSACHUSETTS AVE,42.33755715,-71.07836018,"(42.3375571460118, -71.0783601818338)"
26563,212038499,3006,,SICK/INJURED/MEDICAL - PERSON,D4,597,0,6/9/21 10:58,2021,6,Wednesday,10,,COLUMBUS AVE,42.34044734,-71.08188142,"(42.3404473443766, -71.0818814189051)"
26572,212038489,617,,LARCENY THEFT FROM BUILDING,D4,155,0,6/9/21 9:36,2021,6,Wednesday,9,,MASSACHUSETTS AVE,42.33998273,-71.080974,"(42.3399827319387, -71.0809740006293)"
26581,212038477,2610,,TRESPASSING,D4,170,0,6/9/21 9:13,2021,6,Wednesday,9,,E SPRINGFIELD ST,42.33602919,-71.07517847,"(42.3360291944093, -71.0751784731697)"
26625,212038412,3301,,VERBAL DISPUTE,D4,270,0,6/8/21 22:26,2021,6,Tuesday,22,,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.3339512483938, -71.0753893882269)"
26679,212038334,2647,,THREATS TO DO BODILY HARM,D4,170,0,6/8/21 16:25,2021,6,Tuesday,16,,WASHINGTON ST,42.33721215,-71.07597603,"(42.3372121541099, -71.0759760325963)"
26690,212038321,423,,ASSAULT - AGGRAVATED,D4,171,1,6/8/21 15:43,2021,6,Tuesday,15,,HARRISON AVE,42.33555954,-71.07436364,"(42.3355595408121, -71.0743636377437)"
26691,212038319,3201,,PROPERTY - LOST/ MISSING,D4, ,0,6/8/21 16:07,2021,6,Tuesday,16,,SAINT BOTOLPH ST,42.34203759,-71.08425586,"(42.3420375916449, -71.0842558574446)"
26700,212038307,423,,ASSAULT - AGGRAVATED,D4,284,0,6/8/21 14:38,2021,6,Tuesday,14,,MASSACHUSETTS AVE,42.34107005,-71.08255287,"(42.341070048036, -71.082552871798)"
26756,212038242,3803,,M/V ACCIDENT - PERSONAL INJURY,D4, ,0,6/8/21 11:31,2021,6,Tuesday,11,,"WASHINGTON ST & NORTHAMPTON ST
ROXBURY  MA 02118
U",42.33598899,-71.07764698,"(42.3359889921815, -71.0776469761395)"
26776,212038216,1832,,SICK ASSIST - DRUG RELATED ILLNESS,D4,273,0,6/8/21 9:52,2021,6,Tuesday,9,,MASSACHUSETTS AVE,42.33825572,-71.07920918,"(42.3382557219581, -71.0792091759945)"
26839,212038124,3115,,INVESTIGATE PERSON,D4,271,0,6/7/21 18:17,2021,6,Monday,18,,WASHINGTON ST,42.3353741,-71.0783156,"(42.3353740984913, -71.0783156023399)"
27052,212037842,1109,,FRAUD - WIRE,D4,147,0,6/5/21 12:00,2021,6,Saturday,12,,WELLINGTON ST,42.34153412,-71.08174368,"(42.3415341246194, -71.0817436772639)"
27060,212037834,423,,ASSAULT - AGGRAVATED,D4,156,1,6/6/21 23:20,2021,6,Sunday,23,,W CONCORD ST,42.33961962,-71.07699237,"(42.3396196180069, -71.0769923673942)"
27064,212037827,3201,,PROPERTY - LOST/ MISSING,D4,284,0,6/6/21 23:31,2021,6,Sunday,23,,COLUMBUS AVE,42.339675,-71.0829325,"(42.339675000833, -71.0829325018489)"
27082,212037801,3005,,SICK ASSIST,D4,179,0,6/6/21 20:46,2021,6,Sunday,20,,MASSACHUSETTS AVE,42.33285585,-71.07262418,"(42.3328558502194, -71.0726241783837)"
27085,212037798,3005,,SICK ASSIST,D4, ,0,6/6/21 21:00,2021,6,Sunday,21,,ALBANY ST,42.33318449,-71.07393881,"(42.333184490912, -71.0739388100238)"
27117,212037744,3005,,SICK ASSIST,D4,270,0,6/6/21 16:53,2021,6,Sunday,16,,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.3339512483938, -71.0753893882269)"
27125,212037733,3803,,M/V ACCIDENT - PERSONAL INJURY,D4, ,0,6/6/21 16:30,2021,6,Sunday,16,,"MASSACHUSETTS AVE & ALBANY ST
BOSTON  MA 02118
UNI",42.333606,-71.07338005,"(42.333606002892, -71.0733800542936)"
27186,212037639,616,,LARCENY THEFT OF BICYCLE,D4,170,0,6/5/21 21:00,2021,6,Saturday,21,,WORCESTER SQ,42.33614948,-71.07406908,"(42.3361494840666, -71.0740690814775)"
27291,212037502,1832,,SICK ASSIST - DRUG RELATED ILLNESS,D4,270,0,6/5/21 18:41,2021,6,Saturday,18,,MASSACHUSETTS AVE,42.33421942,-71.07434616,"(42.3342194178955, -71.0743461570786)"
27406,212037350,3207,,PROPERTY - FOUND,D4,179,0,6/5/21 9:02,2021,6,Saturday,9,,MASSACHUSETTS AVE,42.33285585,-71.07262418,"(42.3328558502194, -71.0726241783837)"
27431,212037315,301,,ROBBERY,D4, ,0,6/5/21 2:00,2021,6,Saturday,2,,"TREMONT ST & MASSACHUSETTS AVE
BOSTON  MA 02118
UN",42.33930997,-71.08032002,"(42.3393099710364, -71.0803200199634)"
27456,212037280,3018,,SICK/INJURED/MEDICAL - POLICE,D4,179,0,6/4/21 21:48,2021,6,Friday,21,,MASSACHUSETTS AVE,42.33285585,-71.07262418,"(42.3328558502194, -71.0726241783837)"
27464,212037268,1106,,FRAUD - CREDIT CARD / ATM FRAUD,D4,172,0,6/4/21 23:02,2021,6,Friday,23,,ALBANY ST,42.33318449,-71.07393881,"(42.333184490912, -71.0739388100238)"
27473,212037259,423,,ASSAULT - AGGRAVATED,D4,179,0,6/4/21 21:48,2021,6,Friday,21,,MASSACHUSETTS AVE,42.33285585,-71.07262418,"(42.3328558502194, -71.0726241783837)"
27475,212037257,3018,,SICK/INJURED/MEDICAL - POLICE,D4,179,0,6/4/21 21:48,2021,6,Friday,21,,MASSACHUSETTS AVE,42.33285585,-71.07262418,"(42.3328558502194, -71.0726241783837)"
27476,212037255,3018,,SICK/INJURED/MEDICAL - POLICE,D4,179,0,6/4/21 22:34,2021,6,Friday,22,,MASSACHUSETTS AVE,42.33285585,-71.07262418,"(42.3328558502194, -71.0726241783837)"
27477,212037254,3018,,SICK/INJURED/MEDICAL - POLICE,D4,179,0,6/4/21 22:34,2021,6,Friday,22,,MASSACHUSETTS AVE,42.33285585,-71.07262418,"(42.3328558502194, -71.0726241783837)"
27556,212037150,3201,,PROPERTY - LOST/ MISSING,D4,270,0,6/4/21 2:00,2021,6,Friday,2,,"ALBANY ST & MASSACHUSETTS AVE
ROXBURY  MA 02118
UN",42.33354996,-71.07346598,"(42.3335499632722, -71.0734659768754)"
27600,212037098,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4, ,0,6/4/21 12:59,2021,6,Friday,12,,"MASSACHUSETTS AVE & ALBANY ST
BOSTON  MA 02118
UNI",42.333606,-71.07338005,"(42.333606002892, -71.0733800542936)"
27615,212037081,3115,,INVESTIGATE PERSON,D4,170,0,6/3/21 18:00,2021,6,Thursday,18,,E SPRINGFIELD ST,42.33602919,-71.07517847,"(42.3360291944093, -71.0751784731697)"
27633,212037058,3802,,M/V ACCIDENT - PROPERTY DAMAGE,D4,273,0,6/4/21 9:19,2021,6,Friday,9,,MASSACHUSETTS AVE,42.33825572,-71.07920918,"(42.3382557219581, -71.0792091759945)"
27674,212037002,2660,,OTHER OFFENSE,D4,172,0,6/4/21 0:27,2021,6,Friday,0,,ALBANY ST,42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)"
27737,212036916,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4, ,0,6/3/21 17:07,2021,6,Thursday,17,,"MASSACHUSETTS AVE & ALBANY ST
BOSTON  MA 02118
UNI",42.333606,-71.07338005,"(42.333606002892, -71.0733800542936)"
27766,212036869,3001,,DEATH INVESTIGATION,D4,170,0,6/3/21 12:48,2021,6,Thursday,12,,MASSACHUSETTS AVE,42.33562126,-71.07582361,"(42.335621261539, -71.0758236057027)"
27811,212036817,3301,,VERBAL DISPUTE,D4,270,0,6/3/21 10:43,2021,6,Thursday,10,,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.3339512483938, -71.0753893882269)"
27812,212036816,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,172,0,6/3/21 11:30,2021,6,Thursday,11,,ALBANY ST,42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)"
27927,212036663,617,,LARCENY THEFT FROM BUILDING,D4,145,0,6/2/21 11:57,2021,6,Wednesday,11,,MASSACHUSETTS AVE,42.34243945,-71.0844553,"(42.3424394483042, -71.0844552992046)"
27989,212036580,1832,,SICK ASSIST - DRUG RELATED ILLNESS,D4,170,0,6/2/21 14:40,2021,6,Wednesday,14,,MASSACHUSETTS AVE,42.33562126,-71.07582361,"(42.335621261539, -71.0758236057027)"
28028,212036534,3005,,SICK ASSIST,D4,273,0,6/2/21 11:14,2021,6,Wednesday,11,,MASSACHUSETTS AVE,42.33755715,-71.07836018,"(42.3375571460118, -71.0783601818338)"
28105,212036432,3114,,INVESTIGATE PROPERTY,D4,170,0,6/1/21 21:37,2021,6,Tuesday,21,,MASSACHUSETTS AVE,42.33562126,-71.07582361,"(42.335621261539, -71.0758236057027)"
28121,212036408,3006,,SICK/INJURED/MEDICAL - PERSON,D4,171,0,6/1/21 20:05,2021,6,Tuesday,20,,ALBANY ST,42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)"
28146,212036377,3005,,SICK ASSIST,D4,170,0,6/1/21 18:14,2021,6,Tuesday,18,,WASHINGTON ST,42.33675015,-71.07662788,"(42.3367501542294, -71.0766278793634)"
28153,212036369,2905,,VAL - VIOLATION OF AUTO LAW,D4, ,0,6/1/21 17:40,2021,6,Tuesday,17,,HARRISON AVE,42.33534529,-71.07462805,"(42.3353452901489, -71.0746280491227)"
28196,212036320,2632,,EVADING FARE,,270,0,5/27/21 10:15,2021,5,Thursday,10,,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.3339512483938, -71.0753893882269)"
28271,212036224,3115,,INVESTIGATE PERSON,,170,0,6/1/21 10:40,2021,6,Tuesday,10,,WASHINGTON ST,42.33675015,-71.07662788,"(42.3367501542294, -71.0766278793634)"
28308,212036171,301,,ROBBERY,,171,0,6/1/21 5:13,2021,6,Tuesday,5,,ALBANY ST,42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)"
28326,212036145,3115,,INVESTIGATE PERSON,, ,1,5/31/21 23:01,2021,5,Monday,23,,,42.33930997,-71.08032002,"(42.3393099710364, -71.0803200199634)"
28363,212036093,3803,,M/V ACCIDENT - PERSONAL INJURY,B2,171,0,5/31/21 17:11,2021,5,Monday,17,,ALBANY ST,42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)"
28365,212036091,2610,,TRESPASSING,D4,270,0,5/31/21 17:45,2021,5,Monday,17,,HARRISON AVE,42.33455374,-71.07560801,"(42.3345537359391, -71.0756080127524)"
28391,212036061,616,,LARCENY THEFT OF BICYCLE,D4,594,0,5/31/21 16:00,2021,5,Monday,16,,MASSACHUSETTS AVE,42.34243945,-71.0844553,"(42.3424394483042, -71.0844552992046)"
28522,212035879,3115,,INVESTIGATE PERSON,D4,284,0,5/30/21 19:19,2021,5,Sunday,19,,MASSACHUSETTS AVE,42.34107005,-71.08255287,"(42.341070048036, -71.082552871798)"
